store_page_domain,bounce_rate,total_single_page_viewers,total_visits
graciesofbirmingham.com,1.0,1,1
keskinmavi.com,1.0,1,1
naturalpetwarehouse.com,1.0,1,1
factory413.com?utm_source=rss&utm_medium=tag,1.0,1,1
fr.igxe.com,1.0,1,1
moviefone.com,1.0,1,1
griffintech.com,1.0,1,1
products.mercola.com,1.0,2,2
countmehealthyjewelry.com,1.0,1,1
dealgenius.com,1.0,3,3
ross-simons.com,1.0,4,4
highwayleather.com,1.0,1,1
iceplanter.com,1.0,2,2
pearsonhighered.com,1.0,3,3
thinkgum.com,1.0,1,1
wetransfer.com,1.0,1,1
popcornpalace.com,1.0,1,1
missballoon.com,1.0,2,2
pintwire.co.in,1.0,1,1
bestinsoles.com,1.0,1,1
magazines.com,1.0,4,4
broadbandgear.com.au,1.0,1,1
loverslane.com?utm_source=rss&utm_medium=tag,1.0,1,1
carwraps.net,1.0,1,1
sierratradingpost.com?utm_source=newsletter&utm_medium=2011_09_20&utm_campaign=2a,1.0,1,1
diamondnexuslabs.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Bnaff,1.0,1,1
mountainhomebuildingproducts.com,1.0,2,2
fatbuddhastore.com,1.0,1,1
pictage.com,1.0,1,1
alphabetphotography.com,0.5,2,4
sizzler.com?utm_source=rss&utm_medium=tag,1.0,1,1
garlicjims.com,1.0,7,7
hobbycity.com,1.0,1,1
palaisroyal.com?utm_source=rss&utm_medium=tag,1.0,1,1
autopartstomorrow.com,1.0,1,1
tmcwilliams.avonrepresentative.com,1.0,1,1
p-boost.com,1.0,1,1
lef.org?utm_source=rss&utm_medium=merchant,1.0,1,1
parkvueinn.com,1.0,1,1
ibm.com,1.0,1,1
greasegasandglory.com,1.0,4,4
chefuniforms.com,1.0,1,1
hollywoodtans.com?utm_source=rss&utm_medium=merchant,1.0,1,1
mycanvascard.com.au,1.0,2,2
simplyelectronics.net,1.0,1,1
netce.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Bnaff,1.0,1,1
elitecarseats.com,1.0,1,1
learningco.com?utm_source=rss&utm_medium=tag,1.0,1,1
electricsuppliesonline.com,1.0,2,2
hostdogs.com,1.0,1,1
handcraftedmodelships.com,1.0,1,1
puzzleinspiration.com,1.0,1,1
ultradiamonds.com,1.0,1,1
interweave.com,1.0,1,1
fabrikstyle.com,1.0,1,1
botachtactical.com,1.0,9,9
szul.com,1.0,1,1
piggypaint.com,1.0,3,3
pfchangs.com,1.0,24,24
bodum.com,1.0,1,1
myimprov.com,1.0,1,1
britishairways.com,1.0,5,5
3m.com?utm_source=rss&utm_medium=tag,1.0,1,1
minimasseusepro.com,1.0,1,1
canopiesandtarps.com,1.0,1,1
bestecigarettesreview.com,1.0,1,1
tafford.com?utm_source=rss&utm_medium=tag,1.0,1,1
cricut.com?utm_source=rss&utm_medium=tag,1.0,1,1
goorin.com?utm_source=rss&utm_medium=merchant,1.0,1,1
tableclothsfactory.com,1.0,8,8
gocards.com,1.0,1,1
dynamaxhairsystem.com,1.0,1,1
nstylemom.com,1.0,1,1
essowatches.com,1.0,1,1
summitracing.com,1.0,19,19
magellangps.com,1.0,2,2
shopgen.ca,1.0,1,1
patandoscars.com,0.6428571428571429,9,14
ibuyshops.com,1.0,1,1
marymaxim.com?utm_source=rss&utm_medium=merchant,1.0,1,1
salvadordalimuseum.org,1.0,1,1
myvoiceatbonton.com000146622092,1.0,1,1
fandango.com,1.0,21,21
fastin-diet.com,1.0,1,1
ringcentral.com?utm_source=rss&utm_medium=tag,1.0,1,1
debshops.com,1.0,16,16
excitahost.com,1.0,1,1
crystalcleandrinkingwater.com,1.0,1,1
rossstores.com,1.0,8,8
canvasondemand.com,1.0,5,5
hustlerhollywood.com,1.0,1,1
medichest.com,1.0,1,1
flemingssteakhouse.com?utm_source=rss&utm_medium=tag,1.0,1,1
affiliates.peapod-offers.com,1.0,1,1
vayama.com?utm_source=rss&utm_medium=tag,1.0,1,1
allprotools.com,1.0,1,1
letsbeawesome.com,1.0,1,1
thepopcornfactory.com,1.0,7,7
sprinklerwarehouse.com,1.0,2,2
jacklynperez.mymarkstore.com,1.0,1,1
luisaviaroma.com?pagewanted=all,1.0,1,1
velocitymicro.com,1.0,1,1
orbitlightshow.com,1.0,2,2
tcby.com,1.0,3,3
potbelly.com,1.0,1,1
shoe-store.net,1.0,4,4
nutribiotic.com,1.0,1,1
lifebooker.com?utm_source=rss&utm_medium=merchant,1.0,1,1
travelzoo.com,1.0,5,5
img131.tradingreplica.com,1.0,1,1
hawthorn.com,1.0,1,1
hooterscasinohotel.com?utm_source=rss&utm_medium=tag,1.0,1,1
davidccook.com,1.0,2,2
sfnewyearsball.com,1.0,1,1
monster.com?utm_source=rss&utm_medium=merchant,1.0,1,1
15ab7bqcoo79d018f95ajkm80c.hop.clickbank.net,0.0,0,2
rogansshoes.com?utm_source=rss&utm_medium=tag,1.0,1,1
activeforever.com?pagewanted=all,1.0,1,1
iheartafends.com,1.0,1,1
digitalzone.info,1.0,1,1
thehouseofbachelorette.com,1.0,1,1
aaany.com,1.0,1,1
endlesspools.com,1.0,1,1
toofaced.com,1.0,3,3
yogafit.com,1.0,2,2
lampsgalore.com,1.0,1,1
christopherfischer.com,1.0,1,1
heartlandamerica.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Bnaff,1.0,1,1
youtube.com/watch?v=kvm1dlv-flk.ph,1.0,1,1
csaa.com,1.0,1,1
homage.com,1.0,1,1
cityministrollers.com,1.0,2,2
smashboxcosmetics.com?utm_source=rss&utm_medium=merchant,1.0,1,1
nokia.com,1.0,1,1
extremeslims.com,1.0,1,1
theterritoryahead.com?utm_source=rss&utm_medium=merchant,1.0,1,1
suemills.com?utm_source=rss&utm_medium=merchant,1.0,1,1
thrashermagazine.com,1.0,1,1
bookmyshow.com,1.0,1,1
americanquilter.com,1.0,1,1
montgomeryward.com,1.0,1,1
papamurphys.com,0.9523809523809523,40,42
gbssinc.com,1.0,1,1
defender-usa.com,1.0,1,1
raceinspired.com,1.0,3,3
disneyonice.com?utm_source=email&utm_medium=alert,1.0,2,2
bartsmit.com,1.0,2,2
gamekools.com,1.0,1,1
gadgetshieldz.com,1.0,1,1
joecorbi.com,1.0,2,2
jcp.ca,1.0,1,1
walmartphotocentre.ca?utm_source=rss&utm_medium=merchant,1.0,1,1
giftwrapgifts.com,1.0,1,1
tickets.thefair.com,1.0,1,1
neatreceipts.com,1.0,1,1
cyberswim.com,1.0,2,2
eluxejewelry.com,1.0,1,1
metalmulisha.com?utm_source=rss&utm_medium=merchant,1.0,1,1
appliancepartsworldwide.com,1.0,1,1
franklincovey.ca,1.0,1,1
accessfurniture.com,1.0,2,2
thankyou.com,1.0,1,1
netspend.com,1.0,3,3
eligiblegreeks.com,1.0,1,1
melitta.com,1.0,1,1
dell.co.nz,1.0,1,1
handhealth.com,1.0,1,1
e-omc.com,1.0,2,2
kaptest.com,1.0,7,7
inmod.com,1.0,1,1
littlemoonjumber.com,1.0,1,1
bestskinsever.com?utm_source=rss&utm_medium=merchant,1.0,1,1
larkinthemorning.com,1.0,1,1
myantra.com,1.0,1,1
budovideos.com,1.0,1,1
locationmarketingsummit.com,1.0,1,1
winamp.com,1.0,1,1
tacocabana.com,1.0,1,1
puzzlering.com,1.0,1,1
friendlys.com?fb_xd_fragment,1.0,1,1
travelodge.com?utm_source=rss&utm_medium=tag,1.0,1,1
scholastic.com,0.9482758620689655,110,116
holidaydesignlighting.com,1.0,1,1
eyebuydirect.com,1.0,7,7
ukhost4u.com,1.0,1,1
neostrata.com,1.0,1,1
ihealthtree.com,1.0,1,1
fastclass.com,1.0,1,1
workngear.com?utm_source=rss&utm_medium=merchant,1.0,1,1
game7tickets.com,1.0,1,1
pensketruckrental.com,1.0,4,4
spibelt.com?utm_source=rss&utm_medium=merchant,1.0,1,1
shoptasteofhome.com,1.0,2,2
altsmoke.com,1.0,2,2
greenfeet.com,1.0,2,2
vintage.suitsbymary.com,1.0,1,1
infusium.com,1.0,1,1
brooksbrothers.com,1.0,23,23
everydayeating.com?utm_source=widget&utm_medium=apple,1.0,1,1
bettercables.com,1.0,1,1
fehosting.com,1.0,2,2
soundisolationstore.com,1.0,1,1
youtube.com,0.45454545454545453,5,11
united.com,1.0,13,13
burtsbees.com,1.0,8,8
inward-scooters.com,1.0,2,2
weightwatchers.com,0.88,22,25
funnyt-shirtdesigns.com,1.0,1,1
lojadoarco.com,1.0,1,1
mountaincow.com,1.0,1,1
kimonoboy.com,1.0,1,1
bunnyprints.com,1.0,1,1
crazyforbargains.com,1.0,1,1
artisticphotocanvas.com,1.0,2,2
brick-shop.de,1.0,1,1
solidsignal.com,1.0,2,2
naturalwellness.com,1.0,1,1
pcsurplusonline.com,1.0,2,2
modnique.com,1.0,1,1
revolvetour.com,1.0,2,2
kaspersky.co.uk,1.0,1,1
grannyghetto.com,1.0,1,1
impactguns.com?utm_source=rss&utm_medium=merchant,1.0,1,1
beautifultexture.com,1.0,2,2
scratchgolf.com,1.0,1,1
1800baskets.com,1.0,2,2
rockingchairs.com,1.0,2,2
lavenderfieldsonline.com,1.0,1,1
elephantlist.com?utm_source=rss&utm_medium=tag,1.0,1,1
firstchoiceyewear.com,1.0,1,1
islandcompany.com,1.0,1,1
dimaggiospizza.com,1.0,1,1
hmv.com,1.0,1,1
homdepot.com,1.0,2,2
htcdepot.com,1.0,1,1
thebumpbabyshop.com,1.0,1,1
nametagcountry.com,1.0,1,1
itunes.www.youtube.com/watch?v=ieCZrkWTdb0,1.0,1,1
blueharborresort.com,1.0,2,2
marinerslearningsystem.com,1.0,2,2
craghoppers.com?utm_source=rss&utm_medium=tag,1.0,1,1
ebuy-mall.com,1.0,1,1
everythingkitchens.com,1.0,3,3
idontlikemondays.us,1.0,3,3
pandawill.com,1.0,1,1
coolibar.com,1.0,2,2
vitadigest.com,1.0,3,3
coachusa.com,1.0,1,1
prevx.com,1.0,1,1
backcountryedge.com,0.3333333333333333,1,3
expressroses.com?utm_source=rss&utm_medium=merchant,1.0,1,1
lenovocallawaygolfpreowned.com,1.0,1,1
crystalmood.com,1.0,1,1
sugardaisy.com,1.0,1,1
cinderblock.com,1.0,1,1
rohrerseeds.com,1.0,1,1
prosinthecity.com,1.0,2,2
match-point.it,1.0,2,2
click2ink.com,1.0,1,1
optionshouse.com,1.0,1,1
joyjewelers.com?utm_source=rss&utm_medium=merchant,1.0,1,1
teefury.com,1.0,1,1
factory413.com,1.0,2,2
midwayusa.com,1.0,33,33
jennibick.com,1.0,1,1
chasingfireflies.com,1.0,2,2
corpkit.com,1.0,2,2
mystarbucksvisit-ph.com001910702119170,1.0,1,1
brownbagclothing.co.uk,1.0,1,1
golfoutletsusa.com,1.0,1,1
gwn.com.au,1.0,1,1
calicocorners.com,1.0,3,3
aquaticeco.com,1.0,2,2
5thavenue.org,1.0,1,1
silksoymilk.com,1.0,2,2
kozykashmir.com,1.0,1,1
procpr.org,1.0,2,2
worldsbestcatlitter.com,1.0,1,1
riptapparel.com,1.0,1,1
flydealer.com,1.0,1,1
capitalhomeshow.com,1.0,1,1
winndixie.com,1.0,1,1
mmo-mumble.com,1.0,3,3
fleurop.de,1.0,1,1
usbank.com,1.0,1,1
discountbooksale.com,1.0,1,1
sabrinaramirez.mymarkstore.com,1.0,1,1
garrettspecialties.com,1.0,2,2
uprinting.com,1.0,5,5
shudoo.co.uk,0.0,0,2
ultrarev.com,1.0,1,1
facenaturals.com,1.0,1,1
batteryedge.com,0.0,0,2
hidonlinestore.com,1.0,2,2
nicoandzoe.com,1.0,1,1
babyage.com,1.0,4,4
enjoyprepaid.com,1.0,3,3
usps.com,1.0,2,2
stitchesonline.com,1.0,1,1
silverliningsnewyork.com,1.0,3,3
atlanticcity.net?utm_source=rss&utm_medium=tag,1.0,1,1
brusters.com,1.0,1,1
kelinsplace.com,1.0,1,1
chelseasofnewyork.com,1.0,2,2
macys.com?fb_xd_fragment,1.0,2,2
macspeech.co.uk,1.0,1,1
businessnameusa.com,1.0,1,1
southwestairlinesvacations.org,1.0,1,1
athensscooterco.com,1.0,1,1
learningoutlet.com,1.0,1,1
dublinbet.com,1.0,1,1
metrocandy.com,1.0,3,3
spotify.com,1.0,12,12
ajmadison.com?utm_source=rss&utm_medium=tag,1.0,1,1
theoldglobe.org,1.0,1,1
warehouseskateboards.com?utm_source=rss&utm_medium=tag,1.0,1,1
skullebrities.com,1.0,1,1
hancockfabrics.com,1.0,8,8
canyoncreeksoapcompany.com,1.0,2,2
posterxxl.com,1.0,1,1
wingsoversomerville.com,1.0,2,2
maxo.com.au,1.0,1,1
1saleaday.com,1.0,1,1
fashionbug.com,1.0,13,13
gwlittle.com,1.0,1,1
wellgosh.com,1.0,1,1
beautybasicsupply.com,1.0,2,2
kraftfoods.com,1.0,1,1
http://insidecheater.com/demi-lovato-unbroken-deluxe-edition,1.0,1,1
x-tremegeek.com,1.0,2,2
jessicalondon.com,1.0,6,6
mandee.com,1.0,2,2
sytadin.fr,1.0,1,1
forwardit.us,1.0,1,1
fpsgs.com,1.0,2,2
landingpagesrus.com,1.0,1,1
skmenswear.com,1.0,1,1
zestcandle.com,1.0,2,2
quicken.http://www.rose-articles.net,1.0,1,1
mypashmina.com,1.0,1,1
diehardfans.com,1.0,1,1
lovefilm.comxmlf711,1.0,1,1
drink1win1.com3r1qxgafv4awb12d,1.0,1,1
btcelements.com,1.0,1,1
portroyalerental.com,1.0,1,1
mcdarlins.com,1.0,1,1
suitcase.com,1.0,1,1
learningcurve.com,1.0,1,1
mediafour.com,1.0,2,2
daveandbusters.com,0.7,7,10
ticketsourceonline.com,1.0,2,2
store.antec.com,1.0,1,1
usacycling.org,1.0,1,1
mxhub.com,1.0,1,1
microjendeals.com,1.0,1,1
politesociety.com,1.0,1,1
namecheap.com,1.0,22,22
bookstore.mayoclinic.com,1.0,1,1
downloadbox.org,1.0,1,1
bestbuyeyeglasses.com,1.0,4,4
venetian.com?utm_source=rss&utm_medium=tag,1.0,1,1
papayaclothing.com,1.0,5,5
lucyc.om,1.0,1,1
fonts.com,1.0,1,1
membership.usta.com,1.0,1,1
4focusgraphics.com,1.0,1,1
kcrg.com,1.0,1,1
rn.com,1.0,1,1
watchismo.com?utm_source=rss&utm_medium=merchant,1.0,1,1
1800marryme.com,1.0,1,1
bestbuy.com?utm_source=google&utm_medium=cpc&kw=triangle%20cables%20coupon&campaign=s_electronics&adgroup=Cable&creativeid=3942879293&site=&type=Search,1.0,1,1
link.p0.com,1.0,1,1
vegasview.com,1.0,2,2
brainchildmag.com,1.0,1,1
asfurniture.com?utm_source=rss&utm_medium=merchant,1.0,1,1
mobile.bestfreerpgonlinegames.tacuzen.com?utm_source=rss&amp;utm_medium=tag,1.0,1,1
digitalgravel.com,1.0,1,1
dominos.ca,0.9166666666666666,22,24
anniesez.com,1.0,3,3
pumkinpatchusa.com,1.0,1,1
hardtofinditems.com,1.0,2,2
salon.net,1.0,1,1
helpyoursites.net,1.0,2,2
faster-hosting.net,1.0,1,1
leatherman-store.co.uk,1.0,1,1
lstn.urbanoutfitters.com,1.0,1,1
arablounge.com?utm_source=rss&utm_medium=tag,1.0,1,1
gobyplane.com,1.0,1,1
corel.com?utm_source=rss&utm_medium=tag,1.0,1,1
hellobabydirect.co.uk,1.0,1,1
hautelook.com,0.1111111111111111,3,27
batticdoor.com,1.0,1,1
interweb.in,1.0,1,1
dockers.com,1.0,2,2
ww.fairhavenhealth.com,1.0,1,1
ornamentea.com,1.0,1,1
golfshownec.com,1.0,1,1
omnigroup.com?utm_source=rss&utm_medium=merchant,1.0,1,1
thinkrc.com,1.0,2,2
candlemart.com,1.0,2,2
outletbuy.com,1.0,1,1
rockler.com,1.0,5,5
greenbabybliss.com,1.0,1,1
multipureco.com,1.0,1,1
flashlightz.com,1.0,1,1
gothampress.com,1.0,1,1
georgeharrison.com,1.0,1,1
cheapostay.com,1.0,8,8
tanga.com,0.0,0,2
simplesafetysolutions.com,1.0,2,2
maggiematernity.com,1.0,1,1
limogesjewelry.com,0.0,0,8
cribs.com,1.0,2,2
cosmic-perfume.com,1.0,2,2
friendlyplush.com,1.0,1,1
elliebellies.com,1.0,1,1
renoenvy.com,1.0,1,1
swell.com,1.0,8,8
yp.commissionundergroundreview.info,1.0,1,1
smartshoppingladies.com,1.0,2,2
stopstaringclothing.com,1.0,1,1
hearstranch.com,1.0,1,1
foryourparty.com,1.0,2,2
heartlandamerica.com?utm_source=rss&utm_medium=tag,1.0,1,1
jrtoffroad.com,1.0,1,1
cocooninnovations.com,1.0,1,1
freeoffer1.com,1.0,1,1
1800lighting.com?utm_source=rss&utm_medium=tag,1.0,1,1
photojojo.com?utm_source=rss&utm_medium=tag,1.0,1,1
blogs.bamper-ford.avtosklad.net,1.0,1,1
extraspace.com,1.0,2,2
homeofnewvision.org,1.0,1,1
selectblindscanada.ca,1.0,1,1
bowlbrunswick.com,1.0,1,1
honeystinger.com,1.0,1,1
bakerscatalogue.com?utm_source=rss&utm_medium=merchant,1.0,1,1
fashnvia.com,1.0,1,1
gotomypc.com,1.0,1,1
mgbowling.com,1.0,1,1
hngsupply.com,1.0,1,1
icelandhealthstore.com,1.0,1,1
mytableware.com,1.0,1,1
marketingconference.org,1.0,1,1
creativelighting.com,1.0,1,1
impuckish.com,1.0,1,1
moodygardens.com,1.0,4,4
janmabhumidaily.com,1.0,1,1
speedysigns.com?utm_source=rss&utm_medium=merchant,1.0,1,1
booqbags.com?utm_source=rss&utm_medium=merchant,1.0,1,1
tinyride.com,1.0,2,2
theshoemart.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Bnaff,1.0,1,1
nextrxotc.com,1.0,1,1
fastlab.com,1.0,1,1
mvixstore.com,1.0,1,1
nipplecharms.com,1.0,1,1
enom.com,1.0,2,2
grapevinefellowship.org,1.0,1,1
budostore.com,1.0,2,2
babyviva.com?utm_source=rss&utm_medium=tag,1.0,1,1
mediatemple.net,0.6,3,5
thelakesanddales.com,1.0,1,1
booksamillion.com,1.0,3,3
pgestore.com,1.0,1,1
margaritaville.com,1.0,2,2
serenaandlily.com,0.5,2,4
unitydevelopmentbank.org,1.0,1,1
iwantthathair.com,1.0,1,1
boatsmart.ca,1.0,2,2
marisota.co.uk,1.0,1,1
academic-softwares.com,1.0,1,1
gettotallyrad.com,1.0,1,1
manning.com,1.0,2,2
blockbuster.co.nz,1.0,1,1
bidcactus.com?utm_source=rss&utm_medium=merchant,1.0,1,1
pickyourvogue.com,1.0,1,1
ozzresearch.com,1.0,1,1
frecklebox.com?utm_source=rss&utm_medium=tag,1.0,1,1
jcpportraits.com,1.0,11,11
divamomdesigns.com,1.0,1,1
marinedepot.com?utm_source=rss&utm_medium=tag,1.0,1,1
hitachibd.com,1.0,1,1
childrensplace.com?fb_xd_fragment,1.0,1,1
acehardwareoutlet.com,1.0,4,4
gamesharkstore.com,1.0,1,1
e-stealth.com.ph,1.0,1,1
prymaxevintage.com,1.0,1,1
trinitysoftwaredistribution.com,1.0,1,1
xtoysusa.com,1.0,1,1
fairyguide.com,1.0,1,1
idealnetworx.com,1.0,1,1
houseofantiquehardware.com,1.0,1,1
coca-cola.com,1.0,3,3
gadgeter.com,1.0,1,1
laurageller.com,1.0,3,3
mysmartypants.com,1.0,1,1
magicgeek.com,1.0,1,1
qualitybath.com,1.0,1,1
bigjoessmokeshop.com,1.0,1,1
ginavictoriashop.com,1.0,1,1
walletgear.com,1.0,3,3
sangod.com,1.0,1,1
jny.com,1.0,4,4
lacharms.com,1.0,1,1
furniturehoo.com,1.0,1,1
sterlingtek.com,1.0,1,1
mp3-tag.com,1.0,1,1
vistaparking.com,1.0,1,1
yourgolftravel.com,1.0,1,1
tirebuyer.com,1.0,9,9
greekclothing.com,1.0,1,1
helpyoursites.com,1.0,1,1
dwidigitalcameras.com.au,1.0,1,1
baby-memory-books.com,1.0,2,2
classicschoolportraits.com,1.0,1,1
heavenlytreasures.com,1.0,1,1
clairhair.com,1.0,2,2
monstercable.com,1.0,1,1
grahamwhite.us.com,1.0,1,1
catherineweitzman.com,1.0,3,3
elephantdrive.com,1.0,1,1
pexsupply.com,1.0,4,4
shopmarriott.com,1.0,1,1
greatchandeliers.com,1.0,1,1
intergem.net?utm_source=rss&utm_medium=merchant,1.0,1,1
yves-rocher.com?utm_source=rss&utm_medium=merchant,1.0,1,1
illumecandles.com,1.0,1,1
buyviewguard.com,1.0,1,1
shop.boardgamemall.com,1.0,1,1
henribendel.com,1.0,1,1
jaqobsstore.com,1.0,1,1
goldentouchnaturals.com,1.0,1,1
aabreecoffee.com,1.0,1,1
shopwildthings.com,1.0,3,3
midas.com,0.7142857142857143,5,7
zenfolio.com?utm_source=rss&utm_medium=tag,1.0,1,1
poptarts.com,1.0,2,2
staples.ca,1.0,3,3
goodthingweddingfavors.com,1.0,1,1
bidray.com,1.0,1,1
petsgohere.com,1.0,2,2
berries.com,0.5555555555555556,5,9
illyusa.com,1.0,1,1
dna11.com,1.0,1,1
spareribexpress.nl,1.0,1,1
rockynational.com,1.0,1,1
michebag.com,1.0,5,5
cousinclaudineny.com,1.0,2,2
uverse.att.com?utm_source=rss&utm_medium=tag,1.0,1,1
rhino51.com,1.0,1,1
hobbylobby.com,1.0,12,12
panasonic.com,1.0,3,3
frankenframes.com,1.0,1,1
dontoverlooktheobvious.com?utm_source=rss&utm_medium=tag,1.0,1,1
crazyscrubs.com?fb_xd_fragment,1.0,1,1
stikkitnow.com,1.0,2,2
chanel.com,1.0,3,3
oakos.com,1.0,1,1
bestdealmagazine.com?utm_source=rss&utm_medium=tag,1.0,1,1
furnacefilterwarehouse.com,1.0,1,1
otticanet.com,1.0,1,1
kidcosmic.com,1.0,1,1
progolf.com,1.0,1,1
istanbulwebtasarim.multiply.com,1.0,1,1
homedecoratorsoutlet.com,1.0,1,1
babybunch.com,1.0,1,1
allenedmonds.com?utm_source=rss&utm_medium=tag,1.0,1,1
worldofomega.com,1.0,2,2
etsy.com?utm_source=rss&utm_medium=tag,1.0,1,1
pajamagram.com,1.0,2,2
diapes.com,1.0,1,1
huggiesenjoytheriderewards.com,1.0,2,2
chicksaddlery.com,1.0,1,1
szciq.gov.cn,1.0,1,1
flexjobs.com?utm_source=rss&utm_medium=merchant,1.0,1,1
folieadeux.com,1.0,1,1
bravotv.com,1.0,1,1
digitalcreativedesigns.com,1.0,1,1
girlprops.com,1.0,2,2
existencenexus.com,1.0,1,1
littlefieldranch.com,1.0,1,1
southerncomfort.com,1.0,1,1
stilacosmetics.com?utm_source=rss&utm_medium=tag,1.0,1,1
nancysnotions.com,1.0,1,1
fremontedc.org,1.0,1,1
napastyloe.com,1.0,1,1
fluidity.com,1.0,1,1
simpsonraceproducts.com,1.0,2,2
ajmadison.com?utm_source=rss&utm_medium=merchant,1.0,1,1
inkotechnology.net,1.0,1,1
hotmiamistyles.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Bnaff,1.0,1,1
jfold.com,1.0,1,1
kpcreek.com?utm_source=rss&utm_medium=tag,1.0,1,1
thepashminastore.com,1.0,2,2
gopro.com,1.0,1,1
mahattanlxlimo.com,1.0,1,1
buggiesunlimited.com,1.0,1,1
medsupplyco.com,1.0,1,1
dermavita.com,1.0,1,1
meineke.com,1.0,1,1
qksilhouette.com,1.0,1,1
koa.com,1.0,1,1
guy4game.com?utm_source=rss&utm_medium=merchant,1.0,1,1
aeropostale.com?fb_xd_fragment,1.0,2,2
enterprise.com?fb_xd_fragment#?=&cb=f3b0f6da9a8bc4&relation=parent&transport=fragment&frame=f1f8b6443213af4,1.0,1,1
nrc-cnrc.gc.ca,1.0,1,1
visacardoffers.com,1.0,1,1
silkskin.com,1.0,1,1
territoryahead.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Bnaff,1.0,1,1
heartratemonitorsusa.com?utm_source=rss&utm_medium=merchant,1.0,1,1
endicia.com?utm_source=rss&utm_medium=tag,1.0,1,1
cristinaforyou.com,1.0,1,1
oytstay.org.uk,1.0,1,1
female-enhancement.com,1.0,1,1
athleta.com,1.0,11,11
bbcicecream.com,1.0,1,1
absolutelyaudrey.com,1.0,2,2
coloradoskishop.com,1.0,1,1
360-5.com,1.0,2,2
djwarehouse.com.au,1.0,2,2
myvitabath.com,1.0,1,1
reviews.http://www.forum.guitaretoday.com/,1.0,1,1
kitchensinkexpress.com,1.0,1,1
ishootpeopletour.com,1.0,1,1
popcornopolis.com,1.0,2,2
clarion.com,1.0,3,3
blacklight.com,1.0,1,1
mightychair.com,1.0,1,1
atlanta.craigslist.org,1.0,1,1
homefashions.com,1.0,1,1
motoxpress.net,1.0,1,1
imomoko.com?utm_source=rss&utm_medium=merchant,1.0,1,1
islamicdesignhouse.com,1.0,1,1
nemesishost.com,1.0,1,1
nygard.com,1.0,1,1
reviews.http://insidecheater.com/portal-2-download-link,0.0,0,2
marqueelasvegas.com,1.0,1,1
livespeakr.com,1.0,1,1
canadapharmacy.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Baff,1.0,1,1
developyourcreativethinking.com,1.0,1,1
dpsnutrition.com,1.0,1,1
kurtgeiger.com,0.0,0,2
workngear.com?utm_source=rss&utm_medium=tag,1.0,1,1
capssupplier.com,1.0,1,1
paper.com,1.0,1,1
rugstudio.com?utm_source=rss&utm_medium=merchant,1.0,1,1
mydomain.com,1.0,2,2
carbonite.com,1.0,8,8
airbrushmakeup.com,1.0,4,4
k2herbstore.com,1.0,1,1
cookieskids.com,1.0,2,2
ashro.com?utm_source=rss&utm_medium=merchant,1.0,1,1
ragingmoto.com,1.0,1,1
marinedepot.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Baff,1.0,1,1
generator-subaru.avtosklad.net,1.0,2,2
americansale.com,1.0,1,1
sirmitchell.myshopify.com,1.0,1,1
jomalone.com.au,1.0,2,2
skin-etc.com,1.0,1,1
flowerslipper.com,1.0,2,2
etsltd.co.uk,1.0,2,2
maharajahookah.com,1.0,1,1
amtrakguestrewards.com,1.0,2,2
bronners.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Bnaff,1.0,1,1
koinoniapartners.org,1.0,1,1
foursquare.com,1.0,1,1
crabplace.com,1.0,2,2
jaguars.com,1.0,1,1
caraudiodirect.co.uk,1.0,1,1
dreamtimecreations.com,1.0,1,1
123hjemmeisde.dk,1.0,1,1
thebreastcancersite.com,1.0,2,2
butters-n-bars.com,1.0,2,2
daytimer.com,1.0,1,1
bathroomfanexperts.com,1.0,1,1
tartburners.com,1.0,1,1
bluechairbaystore.com,1.0,2,2
leapsandbounds.com,1.0,1,1
shutterfly.com?utm_source=email&utm_medium=alert,1.0,1,1
manhattanlxlimo.com,1.0,1,1
justfundraising.com,1.0,2,2
micahco.com,1.0,1,1
kimtees.com,1.0,1,1
rogueamoeba.com?utm_source=rss&utm_medium=tag,1.0,1,1
ledglow.com,1.0,1,1
mcaruso.photobiz.com,1.0,1,1
iflysfbay.com?utm_source=rss&utm_medium=merchant,1.0,1,1
freestyleusa.com,1.0,1,1
internationaljock.com?rkg_id=c-265784324_h-6b2c293a49e885b27794f7dadf6b8251_t-1301978233,1.0,1,1
nuance.com?utm_source=rss&utm_medium=merchant,1.0,1,1
vita-mix.com,1.0,1,1
utahskis.com,1.0,1,1
eaglewoodresort.com,1.0,1,1
premiumchocolatiers.com,1.0,2,2
kernelencorepopcorn.com,1.0,1,1
vickerey.com,1.0,1,1
mjrsales.com?utm_source=rss&utm_medium=tag,1.0,1,1
zenfolio.com,1.0,4,4
furniturecrate.com,1.0,1,1
creativeplaystamps.com,1.0,3,3
