store_page_domain,bounce_rate,total_single_page_viewers,total_visits
kiels.com,1.0,1,1
rebel8.com,1.0,2,2
logotolltags.co,1.0,1,1
wembe.com,1.0,1,1
jenniesflorist.com,1.0,2,2
shoplissa.com,1.0,1,1
golffins.com,1.0,1,1
bds-suspension.com,1.0,1,1
nestleusa.com?utm_source=rss&utm_medium=merchant,1.0,1,1
timewarnercable.com,1.0,1,1
mall.hk,1.0,1,1
dmv.org,1.0,2,2
topshop.com,0.8666666666666667,13,15
topwholesaleshop.com,1.0,2,2
exertools.com,1.0,1,1
hits.soholab.com,1.0,1,1
littlekeepsakes.com,1.0,1,1
jjstoyshop.com,1.0,1,1
mpartworks.com,1.0,1,1
cashnetusa.com,1.0,8,8
hotmp3gear.co.uk,1.0,1,1
barneys.com,1.0,6,6
stage3motorsports.com,1.0,2,2
invitationsbydawn.com,1.0,3,3
letteryourlegacy.com,1.0,2,2
audio-video-furniture.com,1.0,1,1
magauto.com,1.0,1,1
tower.com,1.0,1,1
flatsquirrelscooters.com,1.0,2,2
hotcoffeestore.com,1.0,1,1
tacobell.com?utm_source=rss&utm_medium=tag,1.0,1,1
aurigny.com,1.0,1,1
kissboot.com,1.0,1,1
lloydssoccer.com,1.0,1,1
blissworld.com,1.0,6,6
itcfonts.com,1.0,1,1
dailyflats.com,1.0,1,1
iambroke.com,1.0,1,1
timbuk2.com,1.0,6,6
hotdogcollars.com?utm_source=rss&utm_medium=merchant,1.0,1,1
nicolemariefashion.com,1.0,1,1
jcp.com1241400344102030912362,1.0,1,1
thelaptopbattery.ca,1.0,1,1
e-weddingfavors.com,1.0,1,1
sonicshack.com,1.0,1,1
irvsluggage.com?utm_source=rss&utm_medium=merchant,1.0,1,1
znaturalfoods.com,1.0,1,1
groupcard.com,1.0,1,1
laughstub.com,1.0,1,1
voipo.com?utm_source=rss&utm_medium=tag,1.0,1,1
bidcactus.com,1.0,3,3
pny.com,1.0,1,1
themacbethcollection.com,1.0,1,1
ginnys.com,1.0,1,1
simplydehumidifiers.com,1.0,1,1
herrschners.com,1.0,4,4
jlabaudio.com,1.0,2,2
navygear.com,1.0,1,1
soccercorner.com,1.0,3,3
debenhams.com,1.0,1,1
elder-beerman.com,1.0,2,2
store.purplus.net,1.0,1,1
directdoorhardware.com,1.0,1,1
restorationhardware.com,0.8947368421052632,17,19
swvps.com,1.0,2,2
ybca.org,1.0,1,1
amtrakvacations.com?fb_xd_fragment,1.0,1,1
lionbrand.com,1.0,3,3
etsycoupons.com,1.0,1,1
pixibeauty.com,1.0,2,2
sareez.wordpress.com,1.0,1,1
kissmyfacewebstore.com,1.0,1,1
golfshoesonly.com,1.0,1,1
hancock-padauch.com,1.0,2,2
century21award.com,1.0,1,1
opodo.de,1.0,1,1
cellphoneserviceplan.net?utm_source=rss&utm_medium=merchant,1.0,1,1
usoutdoorstore.com,1.0,1,1
catchupcoverall.com,1.0,1,1
whitakerbrothers.com,1.0,1,1
brownwoodacres.com,1.0,1,1
7amenfant.com,1.0,1,1
reachingmypotential.com,1.0,1,1
acitydiscount.com,1.0,1,1
communitycoffee.com?utm_source=rss&utm_medium=tag,1.0,1,1
lionheartapparel.com,1.0,1,1
tearproofprints.com,1.0,1,1
interweavestore.com?utm_source=rss&utm_medium=merchant,1.0,1,1
faoschwartz.com,1.0,1,1
theshoecompany.com?utm_source=rss&utm_medium=tag,1.0,1,1
eurostarjewelry.com,1.0,1,1
julyrose.com,1.0,1,1
speedwaymotors.com?utm_source=rss&utm_medium=merchant,1.0,1,1
istockphoto.com,1.0,17,17
bestbuy.com,0.20963855421686747,87,415
darinsouza.com,1.0,1,1
thegoodfrugallife.tumblr.com,1.0,2,2
paylesscarrental.com,1.0,1,1
diamondnexuslabs.com?utm_source=rss&utm_medium=tag,1.0,1,1
rawlingsgear.com?utm_source=rss&utm_medium=tag,1.0,1,1
massreach.com,1.0,1,1
magnetstreet.com,1.0,8,8
hairspraythemusical.com,1.0,1,1
destination-india-holidays.weebly.com,1.0,1,1
personalizeddrinkware.com,1.0,1,1
horsegiftsandart.com,1.0,1,1
dpcloseouts.com,1.0,1,1
freelipink.com,1.0,2,2
militarybootsdirect.com,1.0,1,1
mothergoosetime.com,1.0,1,1
ledguy.net,1.0,1,1
berrygoodthemes.co.uk,1.0,1,1
invitationconsultants.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Baff,1.0,1,1
worldwideskin.com,1.0,1,1
gettyimages.com,1.0,1,1
godiva.com,1.0,9,9
halloweenhorrornights.com,0.8448275862068966,49,58
gameservers.com?utm_source=rss&utm_medium=tag,1.0,1,1
businesscards.com,1.0,2,2
us-mattress.com?utm_source=rss&utm_medium=merchant,1.0,1,1
healthypets.com,1.0,3,3
dianekparker.com,1.0,1,1
martsino.com,1.0,1,1
batyana.com,1.0,1,1
kotulas.com,1.0,1,1
iolotechnologies.com?utm_source=rss&utm_medium=tag,1.0,1,1
austinspizza.com,1.0,4,4
minimania.com,1.0,2,2
myretrobaby.com,1.0,1,1
thenile.com.au,1.0,3,3
growfreeusa.com,1.0,1,1
nunoorganic.com,1.0,1,1
snagadeal.net,1.0,1,1
promdressline.com,1.0,2,2
awardwallet.com,1.0,2,2
nmlbeefjerky.com,0.3333333333333333,1,3
nrastore.com?utm_source=rss&utm_medium=merchant,1.0,1,1
island-adventures.com,1.0,2,2
gotrshop.com,1.0,1,1
eltorito.com,1.0,5,5
maccosmetics.com?utm_source=rss&utm_medium=homepage,1.0,1,1
offofthewalltees.com,1.0,1,1
lugz.com,1.0,1,1
freshpicks.com,1.0,1,1
thinkfasttoys.com,1.0,1,1
avanquest.com,1.0,2,2
rickysnyc.com,1.0,2,2
libertyhotel.com,1.0,2,2
toosweetbaby.com,1.0,1,1
vtc.com,1.0,2,2
highsmith.com,1.0,1,1
thrifty.com,0.9130434782608695,21,23
aviancuisine.com,1.0,1,1
lilybellaboutique.com,1.0,1,1
autopartsgiant.com,1.0,1,1
kontrolfreek.com?utm_source=rss&utm_medium=tag,1.0,1,1
mnsinc.cc,1.0,1,1
gevali.com,1.0,1,1
softsurroundings.com,1.0,8,8
juniorscheesecake.com,1.0,3,3
nunnbush.com,1.0,1,1
magicracing.com,1.0,1,1
gerber.com?utm_source=rss&utm_medium=merchant,1.0,1,1
pinkspotvapors.com,1.0,2,2
grandseattle.hyatt.com,1.0,2,2
officeship.com,1.0,1,1
acronyms.americanschooloflocksmithing.com,1.0,1,1
letsgolearn.com,1.0,1,1
m2cmart.com,1.0,1,1
efax.com,1.0,1,1
fvconnect.com,1.0,1,1
factory413.com?utm_source=rss&utm_medium=merchant,1.0,1,1
mantelcraft.com,1.0,1,1
cedar.site5.com,1.0,1,1
speed.io,1.0,1,1
sports.espn.go.com,1.0,1,1
services.google.com,0.0,0,2
overtherainbowshop.com,0.0,0,2
whitespot.com,1.0,2,2
halfoffdepot.com,1.0,8,8
newtonclothiers.com,1.0,1,1
sterlingwineonline.com,1.0,1,1
nordstorms.com,1.0,1,1
liveplaycreate.com,1.0,1,1
liquidemotions.com,1.0,2,2
tapestockonline.com,1.0,1,1
cafedirect.emcsrv.com,1.0,1,1
disneyworld.disney.ydirs.de,1.0,1,1
invisiblemask.com,1.0,1,1
bookingbuddy.com,1.0,1,1
buyersedge.com,1.0,1,1
kyliekanga.co.uk,1.0,1,1
mozilla.org,1.0,1,1
aaronbrothers.com?utm_source=rss&utm_medium=merchant,1.0,1,1
salonsavings.com,1.0,1,1
bulkcandystore.com?utm_source=rss&utm_medium,1.0,1,1
motherearthnews.com,1.0,2,2
ilead.graphics.tutpub.com,1.0,1,1
itracks.in,1.0,1,1
redpanda.artfire.com,1.0,1,1
shortcovers.com,1.0,1,1
myminicards.com,1.0,1,1
bicyclepersonalizedcards.com,1.0,2,2
smartsco.com,1.0,2,2
mindmint.com,1.0,1,1
searsphotos.com,1.0,2,2
classicindustries.com?utm_source=rss&utm_medium=tag,1.0,1,1
italianluxe.com,1.0,1,1
sparkenergy.com?utm_source=rss&utm_medium=merchant,1.0,1,1
secure.brickyard.com,1.0,1,1
trixanpet.com.au,1.0,1,1
randomhouse.com,1.0,1,1
thebabyplanetonline.com,1.0,2,2
musictrends.com,1.0,1,1
espn.filmcaribe.com,1.0,1,1
candles4less.com?utm_source=rss&utm_medium=merchant,1.0,1,1
naturalhome.com,1.0,1,1
foxcreekleather.com,1.0,1,1
swarovskicrystal.com?utm_source=rss&utm_medium=tag,1.0,1,1
allairintake.com,1.0,3,3
sparkenergy.com?utm_source=rss&utm_medium=tag,1.0,1,1
grainger.com,1.0,2,2
goodforthekids.com,1.0,1,1
urbanminx.com,1.0,2,2
supershuttle.com,0.8857142857142857,31,35
bodytronics.com,1.0,1,1
ty-coon.com,1.0,1,1
morebeer.com,1.0,2,2
wealthwood.com,1.0,2,2
yellow-turtle.com,1.0,1,1
naturalpetfooddeliverygreenville.com,1.0,1,1
vibram.com,1.0,1,1
gapthemind.com,1.0,1,1
itunes.{website},1.0,1,1
interfacehosting.com,1.0,1,1
seriouspuzzles.com,1.0,2,2
cellhut.com,1.0,2,2
iainsinclair.com,1.0,2,2
getfiles.com.au,1.0,1,1
dell.co.in,1.0,3,3
kellyscloset.com?utm_source=rss&utm_medium=merchant,1.0,1,1
intuition.com,1.0,1,1
imagineitprintit.ca,1.0,2,2
odysseymed.com,1.0,1,1
rexbeads.com,1.0,1,1
winxdvd.com,1.0,1,1
littlestpetshopstore.net,1.0,1,1
campbellcameras.com,1.0,1,1
nutrovita.com,1.0,1,1
prepsportswear.com,1.0,1,1
kidsfashionbrokers.com,1.0,1,1
viaspiga.com,1.0,1,1
gf.state.wy.us,1.0,1,1
myopticalshop.com,1.0,1,1
coloradobaggage.com,1.0,1,1
customdynamics.com,1.0,2,2
splish.com,1.0,2,2
nartiqueglass.com,1.0,1,1
butcostumes.com,1.0,2,2
esolutionsinteractive.com,1.0,1,1
allpmtb.comosters.com,1.0,3,3
clickinks.com,1.0,1,1
tdameritrade.com?utm_source=rss&utm_medium=tag,1.0,1,1
batteries.com,1.0,1,1
xmradio.com?utm_source=bing&utm_medium=cpc&utm_term=xm%2Bradio%2Bdiscount&utm_campaign=Merchant+Trademark+Brand+&rkg_id=c-282895901_h-11be1d9dca69046fb46602f278105f9a_t-1316649948,1.0,1,1
directlabs.com,1.0,4,4
courtyardmarket.com,1.0,1,1
inkforanimals.com,1.0,1,1
micechat.com,1.0,2,2
cvs-pharmacy-online.com,1.0,1,1
65.17.208.53,1.0,2,2
mischtook.etsy.com,1.0,1,1
huset-shop.com,1.0,1,1
san-diego.competitor.com?utm_source=rss&utm_medium=merchant,1.0,1,1
lonestarsteakhouse.com,1.0,2,2
tirerack.com?utm_source=rss&utm_medium=tag,1.0,1,1
clogoutlet.com,1.0,4,4
mainserv.net,1.0,1,1
netflix.com,1.0,22,22
en.oreilly.com,1.0,1,1
webhostingpad.com,1.0,1,1
sears.ca,1.0,15,15
nextdayblinds.com,1.0,2,2
cayennepaper.com,1.0,2,2
brookmays.com,1.0,1,1
ritzcarlton.com,1.0,3,3
vn.tangtraffic.com,1.0,1,1
backcountry.com,1.0,19,19
airnz.co.nz?utm_source=rss&utm_medium=tag,1.0,1,1
ladyfanatics.com,1.0,3,3
cherrymoonfarms.com,1.0,2,2
mandalafurniture.com,1.0,1,1
habbo.com.sg,0.0,0,2
carters.com,0.9310344827586207,108,116
chefscatalog.com?utm_source=rss&utm_medium=merchant,1.0,1,1
ezekiel.com,1.0,1,1
driveredtogo.com,1.0,2,2
borders.co.uk,1.0,1,1
cyberguys.com,1.0,2,2
candlecomfort.com,1.0,1,1
lelo.com,1.0,1,1
bonsaiboy.com,1.0,1,1
cherrymoonfarms.com?scp=9&sq=related:www.CherryMoonFarms.com&st=cse,1.0,1,1
ricaud.com,1.0,1,1
ohbaby.com,1.0,1,1
trueswords.com,1.0,2,2
sportclips.com?utm_source=rss&utm_medium=merchant,1.0,1,1
fmeos.pk,1.0,1,1
fakebake.com,1.0,1,1
hurra-nyaralunk.hu,1.0,1,1
toadztoyz.com,1.0,1,1
taxcut.com,1.0,1,1
eleswares.com,1.0,1,1
bodiesinmotionwithgilad.com,1.0,1,1
improv.com,1.0,4,4
vtarmynavy.com,1.0,2,2
usopenshop.org?utm_source=rss&utm_medium=merchant,1.0,1,1
jewelrytv.com,1.0,1,1
ideal-case.com,1.0,1,1
imprintables.com,1.0,1,1
brownpapertickets.com?utm_source=rss&utm_medium=tag,1.0,1,1
myfonts.com,1.0,2,2
leathercoatsetc.com,1.0,2,2
suplay.com,1.0,1,1
theeducationcenter.com,1.0,2,2
geheugen.com,1.0,1,1
callingmart.com,1.0,30,30
sight-sound.com,1.0,1,1
blisslivinghome.com,1.0,1,1
bandlu.com,1.0,1,1
gamekazee.net,1.0,1,1
disneymovierewards.go.com,1.0,4,4
wetakethecake.com,1.0,1,1
valentineperfume.com,1.0,1,1
greeneyeautoparts.com,1.0,1,1
golfhq.com,1.0,1,1
acevaluetickets.com,1.0,1,1
shop.mlb.com,1.0,25,25
dpsnutrition.net,1.0,2,2
designamosaic.com,1.0,1,1
totalhockey.net?utm_source=rss&utm_medium=merchant,1.0,1,1
csaa.com?pagewanted=all,1.0,1,1
my-paris-hotel.com,1.0,1,1
slumberland.com,1.0,1,1
laithwaite.co.uk,1.0,1,1
ecfibreglasssupplies.co.uk,1.0,2,2
yogisanonymous.com,1.0,2,2
movietickets.com,1.0,18,18
iseeme.com,1.0,3,3
needcostumes.com,1.0,1,1
fetchdog.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Baff,1.0,1,1
parksleepfly.com,1.0,1,1
pods.com,1.0,8,8
oregonbeachvacations.com,1.0,1,1
posterrevolution.com,1.0,2,2
hotelstoyou.com,1.0,2,2
westcampusbooks.com,1.0,2,2
maggiemoos.com,1.0,1,1
mophie.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Bnaff,1.0,1,1
1554labs.com/forum/index.php?action=profile%3Bu=10880,1.0,1,1
allpetfurniture.com,1.0,1,1
mobile.http://monik.su/?utm_source=rss&amp;utm_medium=tag,1.0,1,1
eurodns.com,1.0,1,1
replayphotos.com,1.0,1,1
lambers.com,1.0,1,1
chuckecheese.com,0.7878787878787878,52,66
coloradokayak.com,1.0,1,1
jcepenney.com,1.0,1,1
promo.snapfish.in,1.0,1,1
6pm.com?utm_source=newsletter&utm_medium=2011_02_08&utm_source=Popular+Coupons+Newsletter&utm_campaign=d58ab163b4-RetailMeNot_Newsletter_02082011&utm_medium=email,1.0,1,1
miego.com,1.0,1,1
win.lifetouch.com,1.0,2,2
aartech.ca,1.0,1,1
jomashop.com,1.0,3,3
inkpixi.com,1.0,2,2
obubutea.com,1.0,1,1
acefitness.org,1.0,1,1
modelcargarage.com,1.0,1,1
hotlinemotorsports.com,1.0,1,1
creativexpress.com,1.0,1,1
onlynaturalpet.com?utm_source=rss&utm_medium=tag,1.0,1,1
nawtytoys.co.uk,1.0,1,1
wonderthreads.com,1.0,1,1
cuff-daddy.com,1.0,1,1
nikedunksale.com,1.0,2,2
myteddybare.com,1.0,1,1
dvdempire.com,1.0,2,2
panic-away.com,1.0,1,1
crazy-hack.com,1.0,1,1
facialcash.com,1.0,1,1
bambibaby.com?utm_source=rss&utm_medium=merchant,1.0,1,1
sleepys.com,1.0,8,8
gcsparts.com,1.0,1,1
caraccessory.com,1.0,1,1
zurchers.com,1.0,4,4
meliebianco.com,1.0,1,1
onestopfanshop.com,1.0,2,2
newegg.com,0.22285714285714286,39,175
giftshopone.com,1.0,1,1
havertys.com,1.0,2,2
cheapcarribean.com,1.0,1,1
bagster.com,1.0,6,6
daphnesgreekcafe.com,1.0,8,8
homedics.com,1.0,1,1
collegehillshonda.com,1.0,1,1
virginmobile.ca,1.0,3,3
mscdirect.com,1.0,1,1
janemanuel.com,1.0,1,1
alssports.com,1.0,5,5
scosche.com,1.0,1,1
power-systems.com,1.0,1,1
vintageatgoodwood.com,1.0,3,3
championenergy.com?utm_source=rss&utm_medium=merchant,1.0,1,1
wolfermans.com,1.0,1,1
img131.http://insidecheater.com/lmfao-sorry-for-the-party-rocking-deluxe-edition,1.0,1,1
aeriagames.com?utm_source=rss&utm_medium=tag,1.0,1,1
iamplify.com,1.0,1,1
tafford.com,0.14285714285714285,1,7
kidsarefanstoo.com,1.0,1,1
endless.com,0.8918918918918919,33,37
ticketmaster.com,0.9512195121951219,39,41
planetjill.com,1.0,1,1
employeeprinting.com,1.0,1,1
victoriassecret.com?utm_source=newsletter&utm_medium=2008_06_09,1.0,1,1
beautychoice.com?utm_source=rss&utm_medium=merchant,1.0,1,1
uxcell.com,1.0,1,1
homefurnitureshowroom.com,1.0,1,1
airfrance.co.uk,1.0,1,1
addictedtorubberstamps.com,1.0,3,3
ipbfree.com,1.0,1,1
engravedwell.com,1.0,1,1
game4v.com,1.0,1,1
jetblue.com?utm_source=email&utm_medium=alert,1.0,1,1
inlinks.com,1.0,1,1
getoffchex.com,1.0,1,1
scambiocasa.com,1.0,1,1
contemposuits.com,1.0,1,1
johnsonstrings.com,1.0,2,2
numculator.com,1.0,1,1
greentec.org.uk,1.0,1,1
japanesegifts.com,1.0,1,1
spiffybaby.com,1.0,2,2
espritshop.com?utm_source=rss&utm_medium=tag,1.0,1,1
personallyyoursbooks.com,1.0,3,3
overnightprints.com,1.0,7,7
missphit.com,1.0,1,1
globalreplicashop.com,1.0,1,1
anniesattic.com?utm_source=rss&utm_medium=tag,1.0,1,1
travelguru.com,1.0,1,1
mommyjewelry.com,1.0,1,1
cheng-tsui.com,1.0,1,1
julieri.com,1.0,1,1
sheepskinshoes.com,1.0,1,1
nrastore.com,1.0,2,2
lovepastry.com,0.0,0,2
behuetiful.com,1.0,1,1
jcpennysurvey.com1503-402-8401-010209-1608,1.0,1,1
fraternite.ch,1.0,1,1
wallquotes.com,1.0,1,1
carrentals.com,1.0,1,1
fubaohealthstore.com,1.0,1,1
continuumcare.eu,1.0,1,1
jogscotland.org.uk?utm_source=rss&utm_medium=tag,1.0,1,1
onlygloves.com,1.0,1,1
costumeexpress.com?utm_source=rss&utm_medium=merchant,1.0,1,1
10.com,1.0,1,1
599fashion.com,1.0,6,6
suprafootwear.com,1.0,3,3
encorelasvegas.com,1.0,1,1
culvers.com,1.0,4,4
papyrusonline.com,1.0,3,3
esco.co.uk,1.0,1,1
contacthost.acmsys.com,1.0,2,2
mspcricutmachinesandcartridges.com,1.0,1,1
costumekingdom.com,1.0,1,1
hotkiss.com,1.0,1,1
http://modernwarfare3sources.blogspot.com/?utm_source=rss&utm_medium=tag,1.0,1,1
andysairplanes.com,1.0,1,1
northwalesinks.com,1.0,1,1
norton.com,1.0,1,1
cottonbabies.com,1.0,2,2
finishline.com,0.9682539682539683,61,63
indianapolissymphony.org,1.0,1,1
travelcountry.com,1.0,3,3
everythingbirth.com,1.0,3,3
costumeexpress.com?utm_source=rss&utm_medium=tag,1.0,1,1
freebuckssite.com,1.0,2,2
itekhost.com,1.0,1,1
forodehosting.es,1.0,1,1
parkseed.com,1.0,1,1
makebelievecostume.com,1.0,1,1
cocomatsnmore.com,1.0,1,1
strangecargo.com,1.0,2,2
history.com?utm_source=rss&utm_medium=tag,1.0,1,1
adogslife.net,1.0,1,1
agacistore.com,0.6,3,5
lasershielddirect.com,1.0,1,1
mms.combirthday20,1.0,1,1
lenovo.com,1.0,6,6
cellularfactory.com?utm_source=rss&utm_medium=tag,1.0,1,1
gameusd.com?utm_source=rss&utm_medium=tag,1.0,1,1
diane-model-elite.com,1.0,1,1
clinique.ca,1.0,2,2
mimibeauty.co.uk,1.0,1,1
illumiwear.com,1.0,1,1
lavasoft.com,1.0,1,1
cooksillustrated.com?utm_source=rss&utm_medium=merchant,1.0,1,1
saveoncrafts.com,1.0,1,1
bravadodesigns.com,1.0,1,1
cheapoair.ca,1.0,1,1
sexdreamtoys.com,1.0,1,1
pharmacydirect.com.au,1.0,1,1
diamondnexuslabs.com?utm_source=rss&utm_medium=merchant,1.0,1,1
mytraffichits.com,1.0,1,1
gallerydirect.com,1.0,3,3
hollywoodpalmscinema.com,1.0,1,1
halopets.com,1.0,1,1
n1wireless.com,1.0,1,1
bloomberg.com,1.0,1,1
achotelexperts.com?utm_source=rss&utm_medium=merchant,1.0,1,1
youdagames.com,1.0,1,1
100tb.com,1.0,1,1
lunchcity.com,1.0,1,1
mcpies.com,1.0,6,6
mrhsd.org,1.0,1,1
rebtel.com,1.0,3,3
kashless.org,1.0,1,1
shop.creaturesofcomfort.us,1.0,1,1
lucky7match.com,1.0,1,1
sierratradingpost.com?fb_xd_fragment,1.0,1,1
thesoftlanding.com,1.0,1,1
ruelala.com,1.0,5,5
k2herbstore.com?fb_xd_fragment,1.0,1,1
4ormat.com,1.0,1,1
soupersalad.com,0.7272727272727273,8,11
wegraphics.net,1.0,2,2
vodafone.es,1.0,1,1
furryrobo.com,1.0,1,1
dollartree.com,1.0,2,2
airsofttitan.com,1.0,1,1
consumer.philips.com,1.0,3,3
shoeocean.com?utm_source=rss&utm_medium=merchant,1.0,1,1
express.com?fb_xd_fragment,0.0,0,3
koolsense.com,1.0,1,1
kangogift.com,1.0,1,1
3riversarchery.com,1.0,1,1
igamesdirect.com,1.0,1,1
iboypower.com,1.0,1,1
manhattanportage.com.au,1.0,1,1
giant-fortune-cookies.com,1.0,1,1
heavytshirt.com,1.0,1,1
beprepared.com,1.0,1,1
aaronrents.com,1.0,1,1
konabeachhotel.com,1.0,2,2
acehotel.com,1.0,1,1
abcink.com?utm_source=rss&utm_medium=tag,1.0,1,1
flowermonthclub.com,1.0,1,1
softee.com,1.0,2,2
pumpkinpatch.co.nz,1.0,1,1
arnottindustries.com?utm_source=rss&utm_medium=merchant,1.0,1,1
eyeglass.com,1.0,3,3
nctphoenix.com,1.0,2,2
bellacor.com,1.0,3,3
thechildrensplace.com,1.0,2,2
magnet-madness.com,1.0,1,1
ustarnovels.com,1.0,2,2
inkjetcartridge.com,1.0,1,1
totallythomas.com,1.0,3,3
squashgear.com,1.0,1,1
chefwear.com?utm_source=rss&utm_medium=merchant,1.0,1,1
mrsbeasleys.com,1.0,1,1
e-mealz.com,1.0,1,1
store.griffintechnology.com?utm_source=extension&utm_medium=chrome,1.0,2,2
getpcmovies.com,1.0,1,1
vanns.com,1.0,3,3
webfaction.com,1.0,1,1
simplehuman.com?rkg_id=c-278415629_h-8ed66e397e65c5eaba90da45acb01409_t-1316650936,0.0,0,2
hugs-and-stitches.com,1.0,1,1
healthieryou.com,1.0,1,1
nationalcar.com,1.0,7,7
kidrobot.com,1.0,2,2
mobile-sphere.com,1.0,1,1
pricerunner.co.uk,1.0,1,1
marriott.com,0.9487179487179487,37,39
gosatellite.com,1.0,2,2
vitaminhero.com,1.0,1,1
smashwords.com?utm_source=rss&utm_medium=merchant,1.0,1,1
clutterdiet.com,1.0,1,1
shrekthemusical.com,1.0,1,1
mint.ca,1.0,1,1
lauriesolet.com,1.0,1,1
rockabilia.com,1.0,2,2
gppgolf.com,1.0,3,3
originenergy.com.au,1.0,2,2
girdlezone.com,1.0,1,1
sunglassesshop.com.au,1.0,1,1
preownedweddingdresses.com,1.0,2,2
villatrumpy.com,1.0,1,1
itunes.http://monik.su/,1.0,1,1
lovelynails.com,1.0,1,1
easyclosets.com?utm_source=rss&utm_medium=merchant,1.0,1,1
mcsports.com?utm_source=rss&utm_medium=merchant,1.0,1,1
papermill.org,1.0,1,1
wondershare.net,1.0,1,1
magshop.com.au?utm_source=rss&utm_medium=tag,1.0,1,1
identitydirect.com.au,1.0,2,2
sit4less.com,1.0,1,1
hiolo.com,1.0,3,3
kegfun.com,1.0,1,1
myglobaluniforms.com,1.0,1,1
seekhi.com,1.0,1,1
zupplements.com,1.0,1,1
sgtgrits.com,1.0,2,2
opsgear.com,1.0,1,1
spiegel.com,1.0,12,12
comfortoneshoes.com,1.0,1,1
lensprotogo.com,1.0,1,1
2ip.com,1.0,1,1
thestore.adidas.com,1.0,1,1
realsimple.com,1.0,3,3
linencloset.com,1.0,1,1
totsbots.com,1.0,1,1
flower.com?utm_source=rss&utm_medium=merchant,1.0,1,1
austinautoglassrepair.info.au,1.0,1,1
dmusastore.com,1.0,3,3
csnceilingfans.com,1.0,1,1
yoyo.com,1.0,2,2
docsskihaus.com,1.0,1,1
petsenseoutlet.com,1.0,1,1
dzicrystal.com,1.0,2,2
parents.com,1.0,1,1
plateframesonline.com,1.0,1,1
finebuddy.com,1.0,1,1
impactguns.com?utm_source=rss&utm_medium=tag,1.0,1,1
77kids.com,1.0,6,6
brandsonsale.com,1.0,1,1
laredoute.usa,1.0,1,1
martialartshut.com,1.0,1,1
pegasuslighting.com,1.0,1,1
territoryahead.com?utm_source=rss&utm_medium=tag,1.0,1,1
lasegasacts.com,1.0,1,1
workshoecity.com,1.0,1,1
mylabeledwater.com,1.0,1,1
inkarcade.com,1.0,1,1
excel-equipment.com,1.0,1,1
a1books.com,1.0,1,1
flippinout.ecrater.com,1.0,1,1
ibuypower.com,1.0,3,3
wyndham.com,1.0,1,1
herbalreality.com,1.0,1,1
dog.com,0.5,2,4
dennys.com,1.0,8,8
ufc.com?utm_source=rss&utm_medium=tag,1.0,1,1
medcohealth.com,1.0,1,1
everyspaceheater.com,1.0,1,1
abbottnutrition.com,1.0,2,2
delphiglass.com,1.0,2,2
microtelinn.com,0.6,3,5
marcustheatres.com,1.0,1,1
liquid-technologies.com,1.0,1,1
kitchencollection.com,1.0,2,2
worxyardtools.com,1.0,1,1
http://insidecheater.com/nexon-cash-generator,1.0,1,1
knitculture.com,1.0,1,1
trdsource.com,1.0,2,2
shopmarciano.ca,1.0,1,1
directwhite.com,1.0,1,1
vetshoponline.com&j=1,1.0,1,1
jensancandles.com,1.0,1,1
hatland.com?utm_source=rss&utm_medium=merchant,1.0,1,1
poshpuppyboutique.com,1.0,1,1
avs4you.com?utm_source=rss&utm_medium=merchant,1.0,1,1
bestbridalprices.com?utm_source=rss&utm_medium=tag,1.0,1,1
milosport.com,1.0,1,1
coffeewiz.com?utm_source=rss&utm_medium=tag,1.0,1,1
figure8maternity.com,1.0,2,2
bellabooks.com,1.0,2,2
leisurepro.com?utm_source=rss&utm_medium=tag,1.0,1,1
lulussweets.com,1.0,2,2
weddingstar.com?utm_source=rss&utm_medium=tag,1.0,1,1
basicisp.net?utm_source=rss&utm_medium=merchant,1.0,1,1
indiaplaza.com,1.0,2,2
inhabit.com,1.0,1,1
pechanga.com,1.0,1,1
pajamacity.com,1.0,2,2
macys.com,0.21729490022172948,98,451
bakersshoes.com,1.0,17,17
sites.google.com,1.0,1,1
crazysales.com.au?utm_source=rss&utm_medium=merchant,1.0,1,1
janieandjack.com,1.0,12,12
geniusride.com,1.0,1,1
iflysfbay.com,1.0,1,1
autocityimports.com,1.0,1,1
animoto.com?utm_source=newsletter&utm_medium=2009_05_17,1.0,1,1
babygap.com,1.0,5,5
ihasahotdog.com,1.0,1,1
sushirocksf.com,1.0,1,1
marykay.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Bnaff,1.0,1,1
shop.upromise.com,1.0,1,1
puresleep.com,1.0,3,3
gominis.com,1.0,1,1
finerworks.com,1.0,1,1
store.mozilla.org,1.0,2,2
newgy.com,1.0,2,2
funwithrocky.com,0.0,0,2
alcanceunaetnia.org,1.0,1,1
bidrodeo.com,1.0,1,1
partition-tool.com,1.0,1,1
torrid.com?utm_source=rss&utm_medium=homepage,1.0,1,1
findarticles.com,1.0,1,1
dwcskincare.com,1.0,1,1
winkflash.com,1.0,4,4
gardenersedge.com,1.0,1,1
lakeelmosports.com,1.0,1,1
mpex.com,1.0,3,3
choosehope.com,0.5,2,4
